workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	certain edp* displays may not function as expected										
problem	when the processor attempts to receive data on the edp aux bus, the impedance seen by the display’s aux bus drivers will be significantly below the vesa* edp* (embedded displayport*) specification’s requirement for the vaux(rx) (edp auxiliary channel) input impedance.										
implication	certain edp displays may not operate as expected.										
workaround	none identified.										
											
title	instruction fetch power saving feature may cause unexpected instruction execution										
problem	under a complex set of micro-architectural conditions, an instruction fetch dynamic power savings feature may cause the processor to execute unexpected instructions.										
implication	when this erratum occurs, instances of unexpected #gp (general protection fault) or #pf (page fault) have been observed. unexpected faults may lead to an application or operating system crash.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	c8 or deeper sleep state exit may result in an incorrect hdcp key										
problem	the hdcp (high-bandwidth digital content protection) key may be incorrect after a package c8 or deeper sleep state exit.										
implication	when this erratum occurs, drm (digital rights management) video playback may not behave as expected.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	ia core ratio change coincident with outstanding read to the de may cause a system hang										
problem	an outstanding read from an ia core to the de (display engine) that is coincident with an ia core ratio change may result in a system hang.										
implication	due to this erratum, the system may hang.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	ddr1600 clocking marginality may lead to unpredictable system behavior										
problem	the memory controller’s ddr clock, when operating at ddr1600 frequencies and at elevated temperatures, may not operate within tolerance and may lead to unpredictable system behavior.										
implication	due to this erratum, unpredictable system behavior may occur.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	package c9/c10 exit may cause a system hang										
problem	certain processors may not reliably exit package c9/c10 states.										
implication	due to this erratum, the system may hang.										
workaround	it is possible for bios to contain processor configuration data and code changes as a workaround for this erratum.										
											
title	pl3 power limit control mechanism may not release frequency restrictions										
problem	the pl3 mechanism imposes peak frequency  constraints  on  all  domains  (core, graphics, and ring) when a current spike that might cause accelerated battery aging is detected. due to this erratum, these constraints may not be released when the current spike has ended.										
implication	the processor clock frequencies may be unnecessarily limited.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title											
problem	operating one or more of the ia (intel® architecture) cores at a frequency significantly higher than the ring operating frequency may cause unpredictable system behavior. intel has observed this erratum to occur when the software explicitly requests the ring and ia core(s) to operate at different frequencies or when ia core(s) are transitioning in and out of c-states with the ia core(s) operating at frequencies much higher than the ring frequency. exposure to this erratum may be increased when the ia cores run at or close to p0 p-state frequency.										
implication	due to this erratum, system may hang or experience unpredictable system behavior.										
workaround	it is possible for bios to contain processor a workaround for this erratum.										
											
title	i/o subsystem clock gating may cause a system hang										
problem	certain complex internal conditions and timing relationships during clock gating of the  i/o subsystem may cause a system hang and may lead to a timeout machine check with an ia32_mci_status.mcacod of 0400h.										
implication	due to this erratum, the processor may hang and may report a machine check.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	intel® trusted execution technology uses incorrect tpm 2.0 nv space index handles										
problem	intel® txt (trusted  execution technology) uses tpm (trusted  platform module) 2.0   draft specification handles (indices) aux 01800003, ps 01800001,  and  po 01400003. those handles conflict with the released tcg (trusted computing group) “registry of reserved tpm 2.0 handles and localities”, version 1.0, revision 1.										
implication	txt tpm 2.0 handles may conflict with platform manufacturer or owner usage of tpm nv space. intel has not identified any functional impact due to this erratum.										
workaround	none identified.										
											
title	transitions through package c7 or deeper may result in a system hang										
problem	under certain conditions, entry into a package c7 or deeper c-state may result in a system hang on the subsequent c-state exit										
implication	due to this erratum, the processor may experience a system hang.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	page_walker_loads performance monitoring event may count incorrectly										
problem	due to this erratum, the page_walker_loads (event bch) performance monitoring event may overcount or may undercount										
implication	these performance monitoring events may not produce reliable results										
workaround	none identified.										
											
title	the system may hang when exiting from deep package c-states										
problem	when exiting from package c7-c10, the system may hang.										
implication	the system may hang when exiting from package c-states										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	certain local memory read/load retired perfmon events may undercount										
problem	due to this erratum, the local memory read/load retired perfmon events listed below may undercount.										
implication	the affected events may undercount, resulting in inaccurate memory profiles. intel has observed under counts by as much as 20%.										
workaround	none identified.										
											
title	the system may hang when executing a complex sequence of locked instructions										
problem	under certain internal timing conditions while executing a complex sequence of locked instructions, the system may hang										
implication	the system may hang while executing a complex sequence of locked instructions and cause an internal timeout error machine check (ia32_mci_status.mcacod=0400h).										
workaround	it is possible for the bios to contain a workaround for this problem.										
											
title	certain settings of vm-execution controls may result in incorrect linear-address translations										
problem	if vm exit occurs from a guest with primary processor-based vm-execution control “activate secondary controls” set to 0 and the secondary processor-based vm- execution control “enable vpid” set to 1, then after a later vm entry with vpid fully enabled (“activate secondary controls” and “enable vpid” set to 1), the processor may use stale linear address translations.										
implication	the processor may incorrectly translate linear addresses. intel has not observed this erratum with any commercially available software.										
workaround	software should not enter a guest with “enable vpid” set to 1 when “activate secondary controls” is set to 0.										
											
title	an iret instruction that results in a task switch does not serialize the processor										
problem	an iret instruction that results in a task switch by returning from a nested task does  not serialize the processor (contrary to the software developer’s manual vol. 3 section titled "serializing instructions").										
implication	software which depends on the serialization property of iret during task switching  may not behave as expected. intel has not observed this erratum to impact the operation of any commercially available software.										
workaround	none identified. software can execute an mfence instruction immediately prior to the iret instruction if serialization is needed.										
											
title	attempting concurrent enabling of intel® pt with lbr, bts, or btm results in a #gp										
problem	if lbr (last branch records), bts (branch trace store),  or  btm  (branch  trace messages) are enabled in the ia32_debugctl msr (1d9h), an attempt to enable intel pt (intel® processor trace) in ia32_rtit_ctl msr (570h) results in a #gp (general protection exception). (note that the btm enable bit in ia32_debugctl msr is named “tr”.) correspondingly, if intel pt was previously enabled when an attempt is made to enable lbr, bts, or btm, a #gp will occur.										
implication	an unexpected #gp may occur when concurrently enabling any one of lbr, bts, or btm with intel pt.										
workaround	none identified										
											
title	processor may hang when package c-states are enabled										
problem	when package c6 or deeper c-states are enabled, certain micro-architectural conditions during a c-state exit may cause the processor to hang.										
implication	due to this erratum, a system hang may occur.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	setting traceen while clearing branchen in ia32_rtit_ctl causes a #gp										
problem	a wrmsr to ia32_rtit_ctl (msr 0570h) that sets traceen (bit 0) and clears branchen (bit 13) will cause a #gp (general protection exception)										
implication	intel® processor trace cannot be enabled without enabling control flow trace packets.										
workaround	none identified.										
											
title	processor graphics iommu unit may not mask dma remapping faults										
problem	intel® virtualization technology for directed i/o specification specifies setting the fpd (fault processing disable) field in the context (or extended-context) entry of iommu to mask recording of qualified dma remapping faults for dma requests processed through that context entry. due to this erratum, the iommu unit for processor graphics device may record dma remapping faults from processor graphics device (bus: 0; device: 2; function: 0) even when the fpd field is set to 1.										
implication	software may continue to observe dma remapping faults recorded in the iommu fault recording register even after setting the fpd field.										
workaround	none identified. software may mask the fault reporting event by setting the im (interrupt mask) field in the iommu fault event control register (offset 038h in gfxvtbar).										
											
title	processor graphics iommu unit may report spurious faults										
problem	the iommu unit for processor graphics pre-fetches context (or extended-context)   entries to improve performance. due to the erratum, the iommu unit may report spurious dma remapping faults if prefetching encounters a context (or extended- context) entry which is not marked present.										
implication	software may observe spurious dma remapping faults when the present bit for the context (or extended-context) entry corresponding to the processor graphics device (bus: 0; device: 2; function: 0) is cleared. these faults may be reported when the processor graphics device is quiescent.										
workaround	none identified. instead of marking a context not present, software should mark the context (or extended-context) entry present while using the page table to indicate all the memory pages referenced by the context entry is not present.										
											
title	peci frequency limited to 1 mhz										
problem	the processor should ensure internal graphics  configuration  is  restored  during  a package c7 or deeper exit event. due to this erratum, some internal graphics configurations may not be correctly restored.										
implication	when this erratum occurs, a graphics driver restart may lead to system instability. such a restart may occur when upgrading the graphics driver.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	reads or writes to lbrs with intel® pt enabled will result in a #gp										
problem	on processors where the use of intel pt (intel® processor trace)  and lbrs (last   branch records) are mutually exclusive, reads of the lbr msrs should return 0s and writes to them should be ignored. due to this erratum, reads and writes to the lbr msrs while ia32_rtit_ctl msr (570h) traceen bit 0 is 1 will result in a #gp.										
implication	when this erratum occurs, a #gp will occur. lbrs are not available when intel pt is enabled.										
workaround	none identified.										
											
title	graphics configuration may not be correctly restored after a package c7 exit										
problem	the processor should ensure internal graphics  configuration  is  restored  during  a package c7 or deeper exit event. due to this erratum, some internal graphics configurations may not be correctly restored.										
implication	when this erratum occurs, a graphics driver restart may lead to system instability. such a restart may occur when upgrading the graphics driver.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	mtf vm exit on xbegin instruction may save state incorrectly										
problem	execution of an xbegin instruction while the “monitor trap flag” vm-execution control  is 1 will be immediately followed by an mtf vm exit. if advanced debugging of rtm transactional regions has been enabled, the vm exit will erroneously save the address of the xbegin instruction as the instruction pointer (instead of the fallback instruction address specified by the xbegin instruction). in addition, it will erroneously set bit 16 of the pending-debug-exceptions field in the vmcs indicating that a debug exception or a breakpoint exception occurred.										
implication	software using the monitor trap flag to debug or trace transactional regions may not operate properly. intel has not observed this erratum with any commercially available software.										
workaround	none identified.										
											
title	back-to-back page walks due to instruction fetches may cause a system hang										
problem	multiple code fetches in quick succession that generate page walks may result in a  system hang causing an internal timer error (an mcacod value of 0400h) logged into ia32_mci_status bits [15:0].										
implication	due to this erratum, the processor may hang and report a machine check.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	pebs record may be generated after being disabled										
problem	a performance monitoring counter may generate a pebs  (precise  event  based  sampling) record after disabling pebs or the performance monitoring counter by clearing the corresponding enable bit in ia32_pebs_enable msr (3f1h) or ia32_perf_global_ctrl msr (38fh).										
implication	a pebs record generated after a vmx transition will store into memory according to the post-transition ds (debug store) configuration. these stores may be unexpected if pebs is not enabled following the transition.										
workaround	it is possible for the bios to contain a workaround for this erratum. a software workaround is possible through disallowing pebs during vmx non-root operation and disabling pebs prior to vm entry.										
											
title	some offcore_response performance monitoring events related to rfo request types may count incorrectly										
problem	the performance monitoring events  offcore_response  (events  b7h  and  bbh) should count uncore responses matching the request-response configuration specified in msr_offcore_rsp_0 (1a6h) and msr_offcore_rsp_1 (1a7h) for core- originated requests. however, due to this erratum, response type no_supp bit [17] may be reported instead of local bit [26] for request types dmnd_rfo bit [1] and pf_rfo bit [5].										
implication	the specified performance monitoring events may count incorrectly.										
workaround	none identified.										
											
title	movntdqa from wc memory may pass earlier locked instructions										
problem	an execution of (v)movntdqa (streaming load instruction) that loads from wc (write combining) memory may appear to pass an earlier locked instruction that accesses a different cache line.										
implication	software that expects a lock to fence subsequent (v)movntdqa instructions may not operate properly.										
workaround	none identified. software that relies on a locked instruction to fence subsequent executions of (v)movntdqa should insert an mfence instruction between the locked instruction and subsequent (v)movntdqa instruction.										
											
title	data breakpoint coincident with a machine check exception may be lost										
problem	if a data breakpoint occurs coincident with a machine check exception, then the data breakpoint may be lost.										
implication	due to this erratum, a valid data breakpoint may be lost.										
workaround	none identified.										
											
title	internal parity errors may incorrectly report overflow in the ia32_mc0_status msr										
problem	due to this erratum, an uncorrectable internal parity error with an ia32_mc0_status.mcacod (bits [15:0]) value of 0005h may incorrectly set the ia32_mc0_status.over flag (bit 62) indicating an overflow when a single error has been observed.										
implication	ia32_mc0_status.over may not accurately indicate multiple occurrences of errors. there is no other impact to normal processor functionality.										
workaround	none identified.										
											
title	an intel® hyper-threading technology enabled processor may exhibit internal parity errors or unpredictable system behavior										
problem	under a complex series of microarchitectural events while running hyper-threading technology, a correctable internal parity error or unpredictable system behavior may occur.										
implication	a correctable error (ia32_mc0_status.mcacod=0005h and ia32_mc0_status.mscod=0001h) may be logged. the unpredictable system behavior frequently leads to faults (e.g. #ud, #pf, #gp).										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	performance monitoring counters may undercount when using cpl filtering										
problem	performance monitoring counters configured to count only os or only usr events by   setting exactly one of bits 16 or 17 in ia32_perfevtselx msrs (186h-18dh) may not count for a brief period during the transition to a new cpl.										
implication	due to this erratum, performance monitoring counters may report counts lower than expected.										
workaround	none identified.										
											
title	pebs eventingip field may be incorrect under certain conditions										
problem	the eventingip field in the pebs (processor event-based sampling) record reports the address of the instruction that triggered the pebs event. under certain complex microarchitectural conditions, the eventingip field may be incorrect.										
implication	a measurement of ring transitions (using the edge-detect bit 18 in ia32_perfevtselx) may undercount, such as cpl_cycles.ring0_trans (event 5ch, umask 01h). additionally, the sum of an os-only event and a usr-only event may not exactly equal an event counting both os and usr. intel has not observed any other software-visible impact.										
workaround	none identified.										
											
title	rf may be incorrectly set in the eflags that is saved on a fault in pebs or bts										
problem	after a fault due to a failed pebs (processor event based sampling) or bts (branch   trace store) address translation, the rf (resume flag) may be incorrectly set in the eflags image that is saved.										
implication	when this erratum occurs, a code breakpoint on the instruction following the return from handling the fault will not be detected. this erratum only happens when the user does not prevent faults on pebs or bts.										
workaround	software should always prevent faults on pebs or bts.										
											
title	some memory performance monitoring events may produce incorrect results when filtering on either os or usr modes										
problem	the memory at-retirement performance monitoring events (listed below) may produce incorrect results when a performance counter is configured in os-only or usr-only modes (bits 17 or 16 in ia32_perfevtselx msr). counters with both os and usr bits set are not affected by this erratum. the list of affected memory at-retirement events for bdw is as follows: mem_uops_retired.stlb_miss_loads event d0h, umask 11h mem_uops_retired.stlb_miss_stores event d0h, umask 12h mem_uops_retired.lock_loads event d0h, umask 21h mem_uops_retired.split_loads event d0h, umask 41h mem_uops_retired.split_stores event d0h, umask 42h mem_load_uops_retired.l2_hit event d1h, umask 02h mem_load_uops_retired.l3_hit event d1h, umask 04h mem_load_uops_retired.l1_miss event d1h, umask 08h mem_load_uops_retired.l2_miss event d1h, umask 10h mem_load_uops_retired.l3_miss event d1h, umask 20h mem_load_uops_retired.hit_lfb event d1h, umask 40h mem_load_l3_hit_retired.xsnp_miss event d2h, umask 01h mem_load_l3_hit_retired.xsnp_hit event d2h, umask 02h mem_load_l3_hit_retired.xsnp_hitm event d2h, umask 04h mem_load_l3_hit_retired.xsnp_none event d2h, umask 08h mem_load_uops_l3_miss_retired.local_dram event d3h, umask 01h										
implication	the listed performance monitoring events may produce incorrect results including pebs records generated at an incorrect point.										
workaround	none identified.										
											
title	some dram and l3 cache performance monitoring events may undercount										
problem	due to this erratum, the supplier may be misattributed to unknown, and the following events may undercount: mem_load_uops_retired.l3_hit (event d1h umask 04h) mem_load_uops_retired.l3_miss (event d1h umask 20h) mem_load_uops_l3_hit_retired.xsnp_miss (event d2h umask 01h) mem_load_uops_l3_hit_retired.xsnp_hit (event d2h umask 02h) mem_load_uops_l3_hit_retired.xsnp_hitm (event d2h umask 04h) mem_load_uops_l3_hit_retired.xsnp_none (event d2h umask 08h) mem_load_uops_l3_miss_retired.local_dram (event d3h umask 01h) mem_trans_retired.load_latency (event cdh umask 01h)										
implication	the affected events may undercount, resulting in inaccurate memory profiles.for the affected events that are precise, pebs records may be generated at incorrect points. intel has observed incorrect counts by as much as 20%										
workaround	none identified										
											
title	an x87 store instruction which pends #pe while ept is enabled may lead to an unexpected machine check and/or incorrect x87 state information										
problem	the execution of an x87 store instruction which causes a #pe (precision exception) to  be pended and also causes a vm-exit due to an ept violation or misconfiguration may lead the vmm logging a machine check exception with a cache hierarchy error (ia32_mci_status.mcacod = 0150h and ia32_mci_status.mscod = 000fh). additionally, fsw.pe and fsw.es (bits 5 and 7 of the fpu status word) may be incorrectly set to 1, and the x87 last instruction opcode (fop) may be incorrect.										
implication	when this erratum occurs, the vmm may receive an expected machine check exception and software attempting to handle the #pe may not behave as expected.										
workaround	none identified										
											
title	general-purpose performance monitoring counters 4-7 do not count with usr mode only filtering										
problem	the ia32_pmc4-7 msr (c5h-c8h) general-purpose performance monitoring counters  will not count when the associated cpl filter selection in ia32_perfevtselx msr's (18ah-18dh) usr field (bit 16) is set while os field (bit 17) is not set.										
implication	software depending upon ia32_pmc4-7 to count only usr events will not operate as expected. counting os only events or os and usr events together is unaffected by this erratum.										
workaround	none identified										
											
title	writing msr_lastbranch_x_from_ip may #gp when intel® tsx is not supported										
problem	due to this erratum, on processors that do not support intel tsx (intel® transactional synchronization extensions) (cpuid.07h.ebx bits 4 and 11 are both zero), writes to msr_lastbranch_x_from_ip (msr 680h to 68fh) may #gp unless bits[62:61] are equal to bit[47].										
implication	the value read from msr_lastbranch_x_from_ip is unaffected by this erratum; bits [62:61] contain in_tsx and tsx_abort information respectively. software restoring these msrs from saved values are subject to this erratum.										
workaround	before writing msr_lastbranch_x_from_ip, ensure the value being written has bit[47] replicated in bits[62:61]. this is most easily accomplished by sign extending from bit[47] to bits[62:48].										
											
title	apic timer interrupt may not be generated at the correct time in tsc-deadline mode										
problem	after writing to the ia32_tsc_adjust msr (3bh), any subsequent write to the ia32_tsc_deadline msr (6e0h) may incorrectly process the desired deadline. when this erratum occurs, the resulting timer interrupt may be generated at the incorrect time.										
implication	when the local apic (advanced programmable interrupt controller) timer is configured for tsc-deadline mode, a timer interrupt may be generated much earlier than expected or much later than expected. intel has not observed this erratum with most commercially available software.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	a cap error while entering package c6 may cause dram to fail to enter self-refresh										
problem	a cap (command/address parity) error that occurs on the command to direct dram to enter self-refresh may cause the dram to fail to enter self-refresh although the processor enters package-c6.										
implication	due to this erratum, dram may fail to be refreshed, which may result in uncorrected errors being reported from the dram.										
workaround	none identified.										
											
title	pcie* lane error status register may log false correctable error										
problem	due to this erratum, pcie* lnerrsts (device 0; function 0; offset 258h; bits [3:0]) may log false lane-based correctable errors.										
implication	diagnostics cannot reliably use lnerrsts to report correctable errors.										
workaround	none identified										
											
title	in memory mirror mode, dataerrorchunk field may be incorrect										
problem	in memory mirror mode, dataerrorchunk bits (ia32_mc7_misc register msr(41fh) bits [61:60]) may not correctly report the chunk containing an error.										
implication	due to this erratum, this field is not accurate when memory mirror mode is enabled.										
workaround	none identified.										
											
title	intel® rdt mbm does not accurately track write bandwidth										
problem	intel® rdt (resource director technology) mbm (memory bandwidth monitoring) does not count cacheable write-back traffic to local memory. this will result in the rdt mbm feature under counting total bandwidth consumed.										
implication	applications using this feature may report incorrect memory bandwidth.										
workaround	none identified.										
											
title	intel upi initialization aborts may be logged										
problem	if intel® upi (ultra path interconnect) is configured for slow mode operation, initialization aborts may occur.										
implication	unexpected initialization aborts may be logged in the ktireut_ph_ctr1 register (bus: 3; device: 16-14; function 1; offset 12h; bit 4).										
workaround	none identified.										
											
title	pcie* port may incorrectly log malformed_tlp error										
problem	if the pcie port receives a tlp that triggers both a malformed_tlp error and an ecrc_tlp error, the processor should only log an ecrc_tlp error. however, the processor logs both errors.										
implication	due to this erratum, the processor may incorrectly log malformed_tlp errors.										
workaround	none identified										
											
title	short loops which use ah/bh/ch/dh registers may cause unpredictable system behavior										
problem	under complex micro-architectural conditions, short loops of less than 64 instructions that use ah, bh, ch or dh registers as well as their corresponding wider register (e.g. rax, eax or ax for ah) may cause unpredictable system behavior. this can only happen when both logical processors on the same physical processor are active.										
implication	due to this erratum, the system may experience unpredictable system behavior										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title	credits not returned for pcie* packets that fail ecrc check										
problem	the processor's iio does not return credits back to the pcie* link in case of end-to-end crc (ecrc) errors.										
implication	due to this erratum, the link may experience degraded performance or may eventually fail due to a loss of credits.										
workaround	for processors that support ler (live error recovery) the link would be reset and credits would be restored. processors that do not support ler should configure ecrc errors to be fatal.										
											
title	link training error due to single polarity of a pcie* differential data pair being disconnected										
problem	a pcie port may not reach l0 state if a single polarity of a pcie* differential data pair is disconnected.										
implication	due to this erratum, the port will not downlink and be able to train up to l0.										
workaround	none identified.										
											
title	upi crc32 rolling mode is not functional										
problem	with upi crc32 rolling mode enabled, upi rx crc errors may be seen.										
implication	due to this erratum, when upi crc32 rolling mode is enabled, upi rx crc errors may be seen.										
workaround	none. do not enable upi crc32 setting in bios.										
											
title	iodc entry 0 cannot be masked										
problem	the individual iodc (io directory cache) entry 0 cannot be masked using ha_coh_cfg_1, (bus 1; devices 11-8; functions 7-0, offset 0x11c, bit 0) therefore entry 0 is always allocated.										
implication	no functional implications.										
workaround	none.										
											
title	with emca2 enabled a 3-strike may cause an unnecessary caterr# instead of only msmi										
problem	when emca2 is enabled to cause an msmi due to a 3-strike event, a pulsed caterr# and msmi# event may both be observed on the pins.										
implication	when this erratum occurs, an unnecessary caterr# pulse may be observed.										
workaround	none.										
											
title	cmci may not be signalled for corrected error										
problem	machine check banks 9, 10, and 11 may not signal cmci after the first corrected error is reported in the bank even if the mci_status register has been cleared.										
implication	after the first corrected error is reported in one of the affected machine check banks, subsequent errors will be logged but may not result in a cmci.										
workaround	it is possible for the bios to contain a workaround for this erratum.										
											
title											
problem	a upi phy reset and rx crc error on same packet are causing the retry sequence to abort leading to a upi phy re-initialization.										
implication	due to this erratum, an unexpected upi phy re-initialization may occur before the program llsrm threshold has been hit.										
workaround	none identified.										
											
title	csrs svid and sdid are not implemented for some ddrio and pcu devices										
problem	the ddrio (bus: 3; device 19,22; function 6,7 and “bus: 0; device: 20,23; function: 4,5,6,7;) and pcu (bus: 3; device 31; functions 0,2) do not implement the svid (offset 0x2c) and sdid (offset 0x2e) csrs.										
implication	sw relying on ddrio and pcu svid and sdid csr support may not function correctly. workaround none. do not use svid and sdid for these devices and functions.										
workaround											
											
title	register broadcast read from ddrio may return a zero value										
problem	when performing a bios broadcast register read to ddrio a value of 0 is always returned.										
implication	when this erratum occurs, bios may not be able to proceed due to always reading a value of 0.										
workaround	none. use unicast register read for each instance instead of broadcast register read for all instances at once.										
											
title	intel® cmt counters may not count accurately										
problem	under complex microarchitectural conditions, the cmt (cache monitoring technology) counters may overcount.										
implication	software relying on cmt registers to enable resource allocation may not operate correctly. this may lead to reporting of more cachelines used than the cache supports or the counter wrapping and returning a too small value. wbinvd may not result in the cmt counters being zeroed. intel has not observed this erratum in commercially available software.										
workaround	none.										
											
title	intel® cat may not restrict cacheline allocation under certain conditions										
problem	under certain microarchitectural conditions involving heavy memory traffic , cachelines may fill outside the allocated l3 capacity bitmask (cbm) associated with the current class of service (clos).										
implication	cat (cache allocation technology) may appear less effective at protecting certain classes of applications, including cache-sensitive workloads than on previous platforms.										
workaround	none identified.										
											
title	intel® mbm counters may undercount										
problem	the mbm (memory bandwidth monitoring) counters will increment for reads but will not increment for memory writes. the performance counters in the imc (integrated memory controller) are not affected and can report the read and write memory bandwidths.										
implication	mbm accuracy may be reduced, which can affect performance monitoring or bandwidth-aware scheduling. applications may be unevenly charged for bandwidth depending on their characteristics.										
workaround	none identified. this erratum can be mitigated by using the imc performance monitoring counters to derive a read/write ratio that can be used to adjust the mbm counters.										
											
title	intel® pcie* corrected error threshold does not consider overflow count when incrementing error counter										
problem	the pcie* corrected error counter feature does not take the overflow bit in the count (bit 15 of xpcorerrcounter (bus; rootbus device; 0 function; 0 offset; 4d0h)) into account when comparing the count to the threshold in xpcorerrthreshold.error_threshold. therefore, you end up with another interrupt once the counter has rolled over and hit your threshold + 0x8000.										
implication	due to this erratum, the pcie* corrected error signaling may occur even after the error count has exceeded the corrected error count threshold, not just a single time when reaching the threshold. intel has not observed this erratum with any commercially available system.										
workaround	none identified										
											
title	iio ras vpp hangs during the warm reset test										
problem	when vppcl bit 0 of vpp_reset_mode (bus 1; device 30; function 5; offset 0xf0) bit is set to 0, and the cpu is undergoing reset flow while pcie* hotplug operation is in process, the vpp (virtual pin port) hotplug commands may stop responding.										
implication	due to this erratum, during cpu reset hotplug commands may not get completed.										
workaround	none. do not set vpp reset mode to 0.										
											
title	crc store operation corner case may result in hang										
problem	intel quickdata technology local and remote crc store operations may result in a dma channel hang when the crc store transfer size is less than 32 bytes and the destination offset is not dword-aligned.										
implication	due to this erratum, the processor may hang.										
workaround	software must configure intel quickdata technology local and remote crc store operations to have descriptor destination offset addresses dword-aligned.										
											
title	intel® pcie* slot presence detect and presence detect changed logic not pcie* specification compliant										
problem	when hot-plug surprise is set in the slot capabilities register (bus: rootbus, dev: 1-3, function: 0, offset: a4h, bit: 5), the presence detect state and presence detect change in the slot status register (bus: rootbus, dev: 1-3, function: 0, offset: a2h), incorrectly ignores the out-of-band presence detect mechanism and only reflects the physical layer in-band presence detect mechanism.										
implication	due to this erratum, if the hot-plug surprise bit is set in the slot capabilities register, software will not be able to detect the presence of an adapter inserted while a slot is powered down. therefore, hot-plug surprise must only be set in configurations where the slot power is always enabled.										
workaround	none identified.										
											
title	unexpected ddr ecc errors may be seen										
problem	the processor may incorrectly configure the processor's vccp rail voltage.										
implication	due to this erratum, unexpected memory ecc errors may occur.										
workaround	it is possible for the bios to contain a workaround for this erratum										
											
title	in patrol scrub system address mode, address is not loaded from csrs after re-enable										
problem	the patrol scrub starting address registers (scrubaddresshi (bus 2; devices 12, 10; function 0; offset 910) and scrubaddresslo bus 2; devices 12, 10; function 0; offset 90c) should indicate when the first memory address from which patrol logic should start scrubs (when scrubctl.startscrub (bus 2; devices 12, 10; function 0; offset 914; bit 24)is set). due to this erratum, after patrol is disabled, if the patrol scrub engine is re-enabled in system address mode with scrubctl.startscrub set, the patrol scrubbing engine may ignore the starting address registers. re-enabling patrol after s3 exit or other warm reset event is not impacted by this.										
implication	due to this erratum, when configured in system address mode, patrol scrubs will not start from the address specified in the starting address registers. this may cause certain memory lines to be scrubbed more or less frequently than expected. intel has not seen this erratum to affect the operation of any commercially available software.										
workaround	none identified.										
											
title	none										
problem	the performance monitoring event that counts intel thermal monitor 2 (enhanced intel speedstep® technology based) transitions may have inaccurate results.										
implication	there is no functional impact of this erratum. however this performance monitoring event should not be used when accurate performance monitoring is required.										
workaround	none.										
											
title	performance monitoring event that counts the number of instructions decoded (d0h) is not accurate										
problem	the performance-monitoring event that counts the number of instructions decoded may have inaccurate results.										
implication	there is no functional impact of this erratum. however the results/counts from this performance monitoring event should not be considered as being accurate.										
workaround	none.										
											
title	rdtsc instruction may report the wrong time-stamp counter value										
problem	the time-stamp counter is a 64-bit counter that is read in two 32-bit chunks. the counter incorrectly advances and therefore the two chunks may go out of synchronization causing the read time-stamp counter (rdtsc) instruction to report the wrong time-stamp counter value.										
implication	this erratum may cause software to see the wrong representation of processor time and may result in unpredictable software operation.										
workaround	it is possible for bios to contain a workaround for this erratum.										
											
title	code segment limit violation may occur on 4 gigabyte limit check										
problem	code segment limit violation may occur on 4 gigabyte limit check when the code stream wraps around in a way that one instruction ends at the last byte of the segment and the next instruction begins at 0x0.										
implication	this is a rare condition that may result in a system hang. intel has not observed this erratum with any commercially available software, or system.										
workaround	avoid code that wraps around segment limit.										
											
title	fst instruction with numeric and null segment exceptions may cause general protection faults to be missed and fp linear address (fla) mismatch										
problem	fst instruction combined with numeric and null segment exceptions may cause general protection faults to be missed and fp linear address (fla) mismatch.										
implication	this is a rare condition that may result in a system hang. intel has not observed this erratum with any commercially available software, or system.										
workaround	none.										
											
title	code segment (cs) is wrong on smm handler when smbase is not aligned										
problem	with smbase being relocated to a non-aligned address, during smm entry the cs can be improperly updated which can lead to an incorrect smm handler.										
implication	this is a rare condition that may result in a system hang. intel has not observed this erratum with any commercially available software, or system.										
workaround	align smbase to 32 kb.										
											
title	a locked data access that spans across two pages may cause the system to hang										
problem	an instruction with lock data access that spans across two pages may, given some rare internal conditions, hang the system.										
implication	when this erratum occurs, the system may hang. intel has not observed this erratum with any commercially available software or system.										
workaround	a locked data access should always be aligned.										
											
title	processor can enter a livelock condition under certain conditions when fp exception is pending										
problem	processor clock modulation may be controlled via a processor register (ia32_therm_control) or via the stpclk# signal. while the processor clock is constantly being actively modulated at 12.5% and 25% duty cycles and there is a   pending unmasked fp exception (es pending), if you attempt a fp load (or mmx™ technology mov instruction) and the load has an longer than typical latency the processor can enter a livelock.										
implication	when this erratum occurs, the processor will enter a livelock condition. intel has not observed this erratum with any commercially available software or system.										
